Data
-7036.249268124229
-7977.324406030566
-6847.375647191446
-6631.414106136122
-2660.6501425473616
-9448.69911296956
-1488.7393553322472
-10260.525043416157
-2772.543583106126
-17124.644321016385
-1095.8528493915146
-14826.080619519817
-86.00652872326464
-11222.711008788312
-10310.826807120218
-1085.9507781534485
-9244.866195545175
1885.7235321946355
-10756.31596382647
5298.334464449908
-16821.098597872333
187.9763884989443
-6922.809645124544
-8529.13603018185
-9744.052861910754
-3712.049348020533
-6249.358359762562
-16675.572466657974
-1072.4917061575143
-12648.049954868104
-1953.0221158054846
-16426.75835125109
3675.3867615212075
-16372.416732943078
-5727.465017938361
-2346.906468030189
-18152.774438846194
4588.371728417944
-19930.553537251777
-1863.748914823962
-14250.640734704546
-2584.6721801736203
-16940.91144172135
11007.397703046638
-22428.761504717753
4985.24576141754
-9442.64114932959
-5848.478935532101
-2824.4869275924248
-8201.415911386528
7156.650599272274
-17293.574367074867
8784.49223997991
-8967.967660854942
8163.596799724681
-10854.330133128817
9345.085098013318
-4442.272301503734
8640.126538241813
6858.827276900902
8727.790896869537
5175.687891451635
8870.246526903706
10878.325771562239
3969.757419718524
4434.239834199572
9601.048363042337
6005.459108334442
7702.432147611631
14711.601120609394
11766.462593882716
6538.926577561389
18339.07636698508
9681.353692992765
17194.338614902794
2528.0241874217827
18297.84669651143
9983.140861842148
17389.10581472201
8152.774139233719
17160.857428532174
8851.61921088514
16059.633195586637
22942.897779838837
15025.960216452178
18132.80473274754
17686.531045259762
22448.107400057386
15864.114274015694
13539.821741207561
