Data
3670.8867231489385
3002.224349964614
2620.5421183388826
3099.0606168374798
4471.949732422501
4357.418790364347
3324.7389136808706
3955.8880003720515
3584.914534015741
2018.9614740851066
2504.4914942817704
3411.1935124434676
2147.8085100308817
4079.4328568190977
3864.676814391918
4443.207718612786
3324.0948273590984
4177.373570757467
5108.733914279044
4783.154577534813
2944.5756607030416
2848.9063172440146
2625.0772756367005
1657.268705603943
3124.095408701076
2282.3244179017383
1840.186567732162
1773.0976885131022
3572.752257751581
3250.897090474813
1609.955742848797
3104.817478367964
3203.8724259951377
3067.4407332815354
2957.5372332559054
2271.5400068072886
2193.129415049174
2379.377955940734
3291.7138367043517
2505.240267986959
1969.7312411555358
2602.657288326802
2107.833358626507
2576.3527343171227
2207.924642951715
2576.6557872854573
2432.794506721275
1768.2357083124953
1884.805979976878
1986.327778609404
1841.600543263241
1491.7185390810264
1629.8088229772075
2664.5881431810194
1377.6687341414872
2108.2420166010306
2594.7681530808513
3037.015487113058
3188.46634306098
3567.976907501179
4018.249523570521
4807.111987503587
5051.519211678664
4206.35145157449
4895.782292545351
4751.141768192458
3713.326210992178
3714.8696503401225
3857.0269749626095
5183.322287018258
6097.627246669581
6386.879354626668
7031.822018971572
6409.112946627072
7157.185862592414
6696.1357295829
6951.033383475042
6660.486879038741
8163.6169819193165
7515.194972521429
6632.740995519598
6148.408697133338
6443.533229583831
7557.718047725408
8654.003663879645
9309.358757320515
8574.729087453925
8085.288225642456
8366.343395838347
7385.610891602235
